Time (s),A-output,B-output
4.364963,0.019455,0.004765
4.369963,0.007596,-0.002734
4.374963,0.012985,0.013693
4.379963,0.013507,0.008008
4.384963,-0.007839,-0.017397
4.389963,-0.005956,-0.008423
4.394963,-0.002493,0.013016
4.399963,-0.016835,0.005574
4.404963,-0.022395,0.003291
4.409963,-0.012742,0.012942
4.414963,-0.021927,0.005890
4.419963,-0.031327,0.005660
4.424963,-0.021106,0.013940
4.429963,-0.028916,0.006384
4.434963,-0.031577,-0.005072
4.439963,-0.017894,0.007307
4.444963,-0.020812,0.002991
4.449963,-0.025681,-0.007443
4.454963,-0.011135,0.003312
4.459963,-0.015270,0.015641
4.464963,-0.019120,0.029106
4.469963,-0.015969,0.022097
4.474963,-0.023207,0.000135
4.479963,-0.006465,-0.001162
4.484963,0.002455,-0.001894
4.489963,-0.007242,-0.014239
4.494963,0.006561,-0.003915
4.499963,0.013293,0.001032
4.504963,0.005810,-0.007069
4.509963,0.015311,-0.004798
4.514963,0.007476,-0.008373
4.519963,0.006992,-0.020238
4.524963,0.021840,-0.020806
4.529963,0.019312,-0.011405
4.534963,0.020813,0.003591
4.539963,0.017291,0.008012
4.544963,0.011951,-0.004086
4.549963,0.022936,-0.009399
4.554963,0.021058,-0.007359
4.559963,0.017690,0.004002
4.564963,0.013557,0.001211
4.569963,-0.000112,-0.005316
4.574963,0.015847,0.007507
4.579963,0.015124,0.010270
4.584963,0.000579,0.017368
4.589963,0.003132,0.021926
4.594963,-0.003391,0.009881
4.599963,0.008514,0.004310
4.604963,0.005196,-0.000320
4.609963,-0.008191,0.001292
4.614963,-0.007367,0.001228
4.619963,-0.014082,0.003160
4.624963,-0.007081,0.016697
4.629963,-0.015658,0.026020
4.634963,-0.019881,0.030070
4.639963,-0.019300,0.022457
4.644963,-0.022502,0.020355
4.649963,-0.014915,0.014702
4.654963,-0.031793,0.002930
4.659963,-0.026492,0.000641
4.664963,-0.017866,0.000316
4.669963,-0.018035,0.007506
4.674963,-0.013298,0.018081
4.679963,-0.021857,0.024889
4.684963,-0.026274,0.028629
4.689963,-0.025192,0.030622
4.694963,-0.020102,0.025966
4.699963,-0.027621,0.019933
4.704963,-0.016598,0.008374
4.709963,-0.007911,-0.002393
4.714963,0.001363,-0.002954
4.719963,0.006955,0.004031
4.724963,-0.005951,0.005405
4.729963,-0.002798,0.001452
4.734963,0.002968,0.004969
4.739963,0.013889,0.000173
4.744963,0.012607,-0.000812
4.749963,0.009327,-0.004606
4.754963,0.007530,-0.010586
4.759963,0.023012,-0.011082
4.764963,0.028336,-0.012494
4.769963,0.019072,-0.001524
4.774963,0.018350,0.005838
4.779963,0.012963,0.000836
4.784963,0.017407,-0.001643
4.789963,0.018580,0.003766
4.794963,0.011285,0.008519
4.799963,0.003234,0.011269
4.804963,0.004189,0.011389
4.809963,-0.002298,0.011963
4.814963,-0.000341,0.010213
4.819963,-0.004572,0.002067
4.824963,-0.009987,-0.003660
4.829963,-0.000805,0.000904
4.834963,0.001681,0.004902
4.839963,-0.005633,0.006574
4.844963,-0.007848,0.013517
4.849963,-0.008465,0.015383
4.854963,-0.021816,0.014962
4.859963,-0.021238,0.014465
4.864963,-0.023699,0.017698
4.869963,-0.027947,0.012825
4.874963,-0.029181,0.009226
4.879963,-0.021568,0.013739
4.884963,-0.022083,0.016804
4.889963,-0.022510,0.011562
4.894963,-0.018522,0.006352
4.899963,-0.011179,0.001806
4.904963,-0.010449,-0.001227
4.909963,-0.011854,-0.011394
4.914963,-0.005334,-0.018159
4.919963,0.003419,-0.010908
4.924963,0.005164,-0.008655
4.929963,0.002364,-0.004070
4.934963,0.007536,0.002848
4.939963,-0.000230,0.006509
4.944963,0.001324,0.005211
4.949963,0.005886,0.007655
4.954963,0.002629,0.001792
4.959963,-0.001941,0.001477
4.964963,0.010326,0.004500
4.969963,0.014803,-0.000798
4.974963,0.016427,0.001989
4.979963,0.018941,0.004409
4.984963,0.017750,0.002632
4.989963,0.019626,0.007063
4.994963,0.019774,0.004276
4.999963,0.014702,-0.000165
5.004963,0.004484,0.006112
5.009963,-0.000669,0.008418
5.014963,-0.006122,0.013558
5.022539,0.000694,0.013545
5.027539,-0.003108,0.012285
5.032539,-0.003932,0.014999
5.037539,-0.002619,0.013676
5.042539,0.003609,0.005308
5.047539,0.006908,0.000158
5.052539,0.004003,0.003690
5.057539,-0.000241,0.003715
5.062539,-0.009700,0.004578
5.067539,-0.007391,0.006017
5.072539,-0.012705,0.007804
5.077539,-0.015718,0.005846
5.082539,-0.019776,0.000947
5.087539,-0.020029,-0.004251
5.092539,-0.019488,-0.006940
5.097539,-0.012924,-0.000619
5.102539,-0.009790,0.005581
5.107539,-0.019451,0.011121
5.112539,-0.019863,0.010093
5.117539,-0.023542,0.003075
5.122539,-0.016548,0.002271
5.127539,-0.014159,0.002001
5.132539,-0.009788,0.004208
5.137539,-0.002951,0.009738
5.142539,-0.010696,0.015176
5.147539,-0.012867,0.017146
5.152539,-0.015287,0.007993
5.157539,-0.009540,0.001209
5.162539,-0.002726,0.000506
5.167539,0.006169,0.010037
5.172539,0.014345,0.016162
5.177539,0.006430,0.011135
5.182539,0.010945,0.002475
5.187539,0.013980,-0.002885
5.192539,0.019788,0.011282
5.197539,0.022342,0.024181
5.202539,0.007775,0.016234
5.207539,0.007087,0.009967
5.212539,0.006297,0.008856
5.217539,0.008085,0.017127
5.222539,0.016137,0.019676
5.227539,0.004203,0.006982
5.232539,0.004094,0.005998
5.237539,0.012357,0.012809
5.242539,0.008432,0.013943
5.247539,0.007085,0.008144
5.252539,-0.000482,0.001116
5.257539,0.000016,0.013534
5.262539,0.008830,0.021371
5.267539,-0.004663,0.008004
5.272539,-0.008553,0.009641
5.277539,-0.000630,0.017015
5.282539,-0.011264,0.012296
5.287539,-0.011968,0.017652
5.292539,-0.008510,0.018818
5.297539,-0.016592,0.012507
5.302539,-0.010197,0.014404
5.307539,-0.007648,0.011460
5.312539,-0.012468,0.005838
5.317539,-0.001718,0.008065
5.322539,-0.000565,-0.000115
5.327539,-0.010829,-0.012266
5.332539,-0.003023,-0.010928
5.337539,0.004403,-0.016344
5.342539,-0.004795,-0.028766
5.347539,0.001732,-0.021564
5.352539,0.013597,-0.015092
5.357539,0.003631,-0.027408
5.362539,0.003862,-0.029431
5.367539,0.016652,-0.023135
5.372539,0.012981,-0.026624
5.377539,-0.002897,-0.030878
5.382539,-0.002727,-0.015385
5.387539,0.007301,0.002748
5.392539,-0.005482,-0.006459
5.397539,-0.016706,-0.018717
5.402539,-0.005811,-0.014799
5.407539,0.007193,-0.010798
5.412539,0.015959,-0.012541
5.417539,0.020248,-0.013942
5.422539,0.029299,-0.006711
5.427539,0.038524,0.005038
5.432539,0.028169,-0.002883
5.437539,0.017873,-0.014984
5.442539,0.027222,-0.004872
5.447539,0.036490,0.002291
5.452539,0.027829,0.000367
5.457539,0.025630,-0.002982
5.462539,0.040981,0.002113
5.467539,0.054434,0.014950
5.472539,0.045839,0.008768
5.477539,0.028890,-0.003490
5.482539,0.031186,-0.000894
5.487539,0.033470,0.002697
5.492539,0.020712,-0.006606
5.497539,0.009343,-0.013629
5.502539,0.013921,-0.002964
5.507539,0.016892,0.003717
5.512539,0.007974,-0.004643
5.517539,0.003695,-0.014871
5.522539,0.006407,-0.017504
5.527539,0.003251,-0.017074
5.532539,-0.007611,-0.025269
5.537539,-0.017644,-0.033980
5.542539,-0.014192,-0.031105
5.547539,-0.009364,-0.017666
5.552539,-0.016340,-0.016696
5.557539,-0.022119,-0.012791
5.562539,-0.017471,0.000146
5.567539,-0.015977,0.006746
5.572539,-0.021559,0.001366
5.577539,-0.023452,-0.008215
5.582539,-0.016889,-0.005360
5.587539,-0.010712,-0.001613
5.592539,-0.013627,-0.004538
5.597539,-0.014714,-0.011653
5.602539,-0.010543,-0.005725
5.607539,0.000712,-0.005359
5.612539,-0.001376,-0.014036
5.617539,-0.002473,-0.012780
5.622539,0.005536,-0.016911
5.627539,0.001113,-0.032569
5.632539,0.004820,-0.033840
5.637539,0.017703,-0.020025
5.642539,0.012084,-0.017258
5.647539,0.007801,-0.022547
5.652539,0.024052,-0.020159
5.657539,0.036727,-0.019320
5.662539,0.035360,-0.030999
5.667539,0.033414,-0.030114
5.672539,0.039145,-0.018162
5.677539,0.031442,-0.019866
5.682539,0.022546,-0.025654
5.687539,0.031851,-0.011000
5.692539,0.032948,-0.007524
5.697539,0.020386,-0.012269
5.702539,0.024190,0.002779
5.707539,0.025918,-0.001815
5.712539,0.015943,-0.020971
5.717539,0.022169,-0.023104
5.722539,0.030259,-0.016540
5.727539,0.018130,-0.014925
5.732539,0.003649,-0.009243
5.737539,0.002887,-0.001698
5.742539,-0.001526,-0.009812
5.747539,-0.003999,-0.016815
5.752539,0.005272,-0.020172
5.757539,0.003749,-0.029428
5.762539,0.000585,-0.034841
5.767539,-0.000909,-0.031825
5.772539,-0.012041,-0.024648
5.777539,-0.015830,-0.018157
5.782539,-0.015856,-0.017194
5.787539,-0.021272,-0.020368
5.792539,-0.018659,-0.009083
5.797539,-0.009877,-0.002512
5.802539,-0.015987,-0.006031
5.807539,-0.011550,-0.003144
5.812539,0.004143,-0.010762
5.817539,0.000159,-0.020834
5.822539,-0.003452,-0.020058
5.827539,-0.003075,-0.020112
5.832539,-0.001490,-0.021337
5.837539,0.003699,-0.013334
5.842539,0.000158,-0.004590
5.847539,-0.001080,-0.001854
5.852539,0.001095,0.000142
5.857539,0.003564,0.001314
5.862539,0.010277,0.004890
5.867539,0.011872,-0.004320
5.872539,0.006730,-0.022664
5.877539,0.010473,-0.024240
5.882539,0.019770,-0.019958
5.887539,0.019882,-0.014520
5.892539,0.021573,-0.013903
5.897539,0.019746,-0.019065
5.902539,0.024692,-0.006790
5.907539,0.031954,0.001491
5.912539,0.022119,-0.008070
5.917539,0.021191,-0.008419
5.922539,0.019647,-0.008984
5.927539,0.010088,-0.012501
5.932539,0.011811,-0.012896
5.937539,0.010758,-0.021732
5.942539,0.010477,-0.027517
5.947539,0.014648,-0.027679
5.952539,0.010461,-0.026182
5.957539,0.008744,-0.033308
5.962539,0.000412,-0.036989
5.967539,0.000032,-0.022169
5.972539,-0.000564,-0.014071
5.977539,-0.013552,-0.012753
5.982539,-0.011090,-0.012984
5.987539,-0.010099,-0.022583
5.992539,-0.004064,-0.022206
5.997539,0.004654,-0.015651
6.002539,0.000855,-0.016342
6.007539,0.008094,-0.017362
6.012539,0.008270,-0.019328
6.017539,-0.003703,-0.010100
6.022539,-0.007017,0.002542
6.027539,-0.013599,0.000367
6.032539,-0.014920,-0.004401
6.037539,-0.011450,-0.011092
6.042539,-0.009794,-0.016100
6.047539,-0.002708,-0.014857
6.052539,0.000762,-0.017086
6.057539,0.002548,-0.028280
6.062539,0.002823,-0.034152
6.067539,0.007618,-0.019836
6.072539,0.003963,-0.006802
6.077539,-0.004258,-0.002918
6.082539,0.002167,-0.005672
6.087539,-0.001285,-0.014429
6.092539,0.003944,-0.013798
6.097539,0.017125,-0.007350
6.102539,0.017134,-0.005472
6.107539,0.024305,-0.010393
6.112539,0.025126,-0.018180
6.117539,0.024960,-0.014257
6.122539,0.026020,-0.007495
6.127539,0.016798,-0.007227
6.132539,0.020246,-0.009077
6.137539,0.020337,-0.012080
6.142539,0.019891,-0.011748
6.147539,0.018912,-0.008560
6.152539,0.010437,-0.007643
6.157539,0.014789,-0.011389
6.162539,0.009178,-0.010927
6.167539,0.004939,0.004697
6.172539,0.008068,0.010211
6.177539,-0.000691,-0.000419
6.182539,0.001023,-0.001767
6.187539,-0.002750,0.003335
6.192539,-0.008116,0.010765
6.197539,0.000217,0.010160
6.202539,-0.005557,0.000161
6.207539,-0.005305,0.001218
6.212539,-0.003985,0.008177
6.217539,-0.014230,0.012889
6.222539,-0.014365,0.005950
6.227539,-0.024035,-0.002402
6.232539,-0.028730,0.010504
6.237539,-0.022260,0.015906
6.242539,-0.030787,0.011519
6.247539,-0.022299,0.018567
6.252539,-0.013158,0.020931
6.257539,-0.021053,0.015739
6.262539,-0.015792,0.015973
6.267539,-0.015197,0.016412
6.272539,-0.015068,0.021387
6.277539,-0.008490,0.021918
6.282539,-0.018788,0.011358
6.287539,-0.013512,0.018575
6.292539,0.001451,0.027498
6.297539,-0.006741,0.018948
6.302539,-0.000081,0.023946
6.307539,0.009689,0.025411
6.312539,0.001773,0.017687
6.317539,0.007601,0.020811
6.322539,0.006537,0.022647
6.327539,-0.001140,0.019368
6.332539,0.007907,0.015652
6.337539,0.006077,0.011304
6.342539,0.002687,0.014454
6.347539,0.011460,0.023282
6.352539,0.005078,0.024815
6.357539,0.002508,0.024639
6.362539,0.009403,0.020528
6.367539,0.000275,0.013129
6.372539,-0.006238,0.012321
6.377539,-0.003341,0.017911
6.382539,-0.004621,0.022677
6.387539,-0.004596,0.023268
6.392539,-0.003017,0.030009
6.397539,-0.006426,0.030405
6.402539,-0.010957,0.021756
6.407539,-0.006646,0.029720
6.412539,-0.003640,0.033413
6.417539,-0.016299,0.022284
6.422539,-0.016388,0.027379
6.427539,-0.012797,0.031777
6.432539,-0.026153,0.021516
6.437539,-0.024231,0.022436
6.442539,-0.015206,0.037339
6.447539,-0.020355,0.040213
6.452539,-0.027415,0.021797
6.457539,-0.020832,0.019211
6.462539,-0.006998,0.013631
6.467539,-0.018975,-0.009510
6.472539,-0.018282,-0.012401
6.477539,0.001477,-0.000528
6.482539,-0.002440,-0.007611
6.487539,-0.008122,-0.019274
6.492539,0.007088,-0.007283
6.497539,0.019230,0.003834
6.502539,0.009745,-0.010700
6.507539,-0.000290,-0.024787
6.512539,0.007214,-0.018164
6.517539,0.014799,-0.009113
6.522539,0.009919,-0.012268
6.527539,0.008757,-0.024495
6.532539,0.024313,-0.021574
6.537539,0.042881,-0.004396
6.542539,0.043930,0.012974
6.547539,0.030547,0.016748
6.552539,0.013797,0.010255
6.557539,0.020851,0.012904
6.562539,0.035311,0.018643
6.567539,0.026794,0.018779
6.572539,-0.001046,0.018084
6.577539,-0.024203,0.016855
6.582539,-0.017403,0.019091
6.587539,-0.004721,0.026718
6.592539,-0.019840,0.024827
6.597539,-0.040357,0.015081
6.602539,-0.033811,0.018114
6.607539,-0.012459,0.023103
6.612539,-0.010995,0.021627
6.617539,-0.033861,0.010489
6.622539,-0.051808,0.007206
6.627539,-0.039525,0.017291
6.632539,-0.022226,0.017023
6.637539,-0.026643,0.014657
6.642539,-0.037903,0.012424
6.647539,-0.040915,0.008628
6.652539,-0.027727,0.008082
6.657539,-0.018372,0.004883
6.662539,-0.027771,-0.003147
6.667539,-0.032263,-0.006593
6.672539,-0.023522,0.001015
6.677539,-0.013805,0.007621
6.682539,-0.016400,-0.008612
6.687539,-0.018454,-0.022100
6.692539,0.002238,-0.007511
6.697539,0.015375,0.001044
6.702539,0.004885,0.000913
6.707539,0.005050,0.009623
6.712539,0.013088,0.019535
6.717539,0.012995,0.012987
6.722539,0.002058,0.002579
6.727539,0.004411,0.002594
6.732539,0.015176,0.010984
6.737539,0.015230,0.003900
6.742539,0.012816,-0.000561
6.747539,0.021053,0.015604
6.752539,0.024175,0.017966
6.757539,0.011329,0.001424
6.762539,0.008816,0.001000
6.767539,0.018364,0.018550
6.772539,0.017316,0.021672
6.777539,0.007307,0.010242
6.782539,0.009341,0.010744
6.787539,0.010320,0.010110
6.792539,0.000416,0.001434
6.797539,0.005785,0.011094
6.802539,0.006618,0.010168
6.807539,-0.015309,-0.007349
6.812539,-0.019325,-0.006814
6.817539,-0.012476,0.005110
6.822539,-0.025508,-0.003212
6.827539,-0.030743,-0.011610
6.832539,-0.017344,0.002082
6.837539,-0.023724,-0.006187
6.842539,-0.035570,-0.005383
6.847539,-0.015563,0.011227
6.852539,-0.022468,-0.007336
6.857539,-0.043714,-0.026485
6.862539,-0.027265,-0.012870
6.867539,-0.020237,-0.017117
6.872539,-0.023903,-0.035900
6.877539,-0.010321,-0.022223
6.882539,-0.013498,-0.018140
6.887539,-0.015590,-0.006307
6.892539,0.004897,0.016647
6.897539,-0.010200,0.006841
6.902539,-0.019003,0.013338
6.907539,-0.000329,0.018628
6.912539,-0.011296,-0.002393
6.917539,-0.001633,0.001665
6.922539,0.013016,0.008194
6.927539,-0.002063,0.004176
6.932539,0.012622,0.012101
6.937539,0.014192,0.003544
6.942539,0.009170,-0.000115
6.947539,0.031991,0.021832
6.952539,0.021720,0.029077
6.957539,0.017787,0.031892
6.962539,0.027565,0.017507
6.967539,0.009524,-0.002118
6.972539,0.018434,0.005965
6.977539,0.020173,0.005875
6.982539,0.011026,-0.002790
6.987539,0.025215,-0.005425
6.992539,0.017075,-0.003416
6.997539,0.016715,0.003250
7.002539,0.012158,0.001069
7.007539,-0.001500,-0.000381
7.012539,0.007112,-0.000942
7.017539,-0.000940,-0.010616
7.022539,-0.002777,-0.002593
7.027539,-0.002521,0.000641
7.032539,-0.010361,0.001300
7.037539,-0.002805,-0.000697
7.042539,-0.012325,0.001350
7.047539,-0.006063,0.014723
7.052539,-0.005630,0.013991
7.057539,-0.010686,0.018361
7.062539,-0.006334,0.014528
7.067539,-0.027417,0.014587
7.072539,-0.025609,0.017729
7.077539,-0.024411,0.010809
7.082539,-0.021855,0.009433
7.087539,-0.012156,0.014894
7.092539,-0.013847,0.025971
7.097539,-0.018109,0.032148
7.102539,-0.022544,0.034643
7.107539,-0.020206,0.026353
7.112539,-0.027961,0.016680
7.117539,-0.009860,0.007280
7.122539,-0.004827,-0.002513
7.127539,-0.002957,-0.007740
7.132539,0.006437,-0.001783
7.137539,-0.003556,0.003056
7.142539,-0.005249,-0.000810
7.147539,-0.000431,0.005426
7.152539,0.013373,0.004768
7.157539,0.008464,0.005345
7.162539,0.006541,0.000775
7.167539,0.006088,-0.005104
7.172539,0.018166,-0.007581
7.177539,0.019528,-0.012633
7.182539,0.012511,-0.004564
7.187539,0.018844,0.003160
7.192539,0.010854,0.001079
7.197539,0.011739,-0.000934
7.202539,0.014674,0.003929
7.207539,0.009267,0.008214
7.212539,0.000509,0.015150
7.217539,0.000701,0.015418
7.222539,-0.006797,0.012453
7.227539,-0.005079,0.009008
7.232539,-0.006474,0.001820
7.237539,-0.007273,-0.000379
7.242539,0.003326,0.003747
7.247539,0.005709,0.004630
7.252539,0.001288,0.005694
7.257539,-0.001582,0.009965
7.262539,-0.004982,0.009782
7.267539,-0.020152,0.011691
7.272539,-0.020300,0.011481
7.277539,-0.022654,0.015491
7.282539,-0.025482,0.011398
7.287539,-0.025577,0.009077
7.292539,-0.017631,0.010242
7.297539,-0.015502,0.010729
7.302539,-0.014467,0.005557
7.307539,-0.016423,-0.002214
7.312539,-0.010656,-0.002536
7.317539,-0.003543,0.000202
7.322539,-0.006383,-0.006962
7.327539,-0.001339,-0.010340
7.332539,0.006406,0.003617
7.337539,0.006847,0.005654
7.342539,0.000055,0.007275
7.347539,0.002778,0.008273
7.352539,-0.006203,0.007438
7.357539,-0.005530,0.004665
7.362539,-0.000649,0.005364
7.367539,0.001318,0.001589
7.372539,-0.002943,-0.000351
7.377539,0.000567,-0.000810
7.382539,0.007510,-0.003124
7.387539,0.013378,0.004281
7.392539,0.013294,0.006562
7.397539,0.005441,0.007937
7.402539,0.009190,0.010524
7.407539,0.005726,0.013992
7.412539,0.001569,0.011910
7.417539,-0.005954,0.012434
7.422539,-0.008073,0.011921
7.427539,-0.012263,0.007717
7.432539,-0.005405,0.000756
7.437539,0.001722,-0.004143
7.442539,0.007763,-0.001025
7.447539,0.010534,0.005456
7.452539,0.005224,0.006109
7.457539,0.001985,0.003716
7.462539,-0.005717,0.014310
7.467539,-0.007791,0.022480
7.472539,-0.016934,0.018868
7.477539,-0.016406,0.010595
7.482539,-0.016325,0.004768
7.487539,-0.009886,0.002497
7.492539,-0.002567,0.004517
7.497539,-0.006707,0.017904
7.502539,-0.009932,0.026656
7.507539,-0.019913,0.025764
7.512539,-0.019780,0.022969
7.517539,-0.022424,0.016491
7.529661,-0.015138,0.006733
7.534661,-0.009813,0.004212
7.539661,-0.006631,0.013758
7.544661,-0.005437,0.018512
7.549661,-0.016303,0.015136
7.554661,-0.014556,0.008843
7.559661,-0.020307,-0.002047
7.564661,-0.012599,-0.002168
7.569661,-0.000321,0.006375
7.574661,-0.002652,0.019281
7.579661,-0.002227,0.020397
7.584661,-0.009130,0.009769
7.589661,-0.003615,0.009653
7.594661,0.002743,0.011859
7.599661,0.004510,0.019044
7.604661,0.005299,0.022356
7.609661,-0.004103,0.010852
7.614661,0.003086,0.011015
7.619661,0.012215,0.019224
7.624661,0.008744,0.023210
7.629661,0.010380,0.012551
7.634661,0.004985,-0.005238
7.639661,0.009289,0.002983
7.644661,0.016025,0.015162
7.649661,0.004476,0.008537
7.654661,0.001854,0.006954
7.659661,0.002700,0.010392
7.664661,0.001475,0.017981
7.669661,0.005673,0.021341
7.674661,-0.006089,0.011252
7.679661,-0.010839,0.014498
7.684661,0.001163,0.020459
7.689661,-0.008161,0.010251
7.694661,-0.011945,0.014755
7.699661,-0.002456,0.020677
7.704661,-0.012902,0.015817
7.709661,-0.011380,0.012509
7.714661,-0.006089,0.007646
7.719661,-0.013189,-0.001529
7.724661,-0.004809,-0.005952
7.729661,0.001127,-0.011647
7.734661,-0.004096,-0.020986
7.739661,0.002251,-0.016389
7.744661,0.005284,-0.015888
7.749661,-0.001776,-0.027993
7.754661,0.004892,-0.025618
7.759661,0.014699,-0.017852
7.764661,0.010943,-0.027524
7.769661,0.006639,-0.029140
7.774661,0.015981,-0.012929
7.779661,0.018957,0.003745
7.784661,0.004382,-0.001327
7.789661,-0.007237,-0.011000
7.794661,-0.005161,-0.000748
7.799661,-0.003749,0.004285
7.804661,-0.013432,-0.005311
7.809661,-0.015387,-0.009720
7.814661,-0.009372,-0.001184
7.819661,-0.006323,-0.001256
7.824661,-0.002998,-0.008027
7.829661,0.008198,-0.005847
7.834661,0.027104,0.009398
7.839661,0.034072,0.015799
7.844661,0.021863,0.003405
7.849661,0.018285,-0.000433
7.854661,0.031293,0.008546
7.859661,0.033215,0.006843
7.864661,0.021113,-0.005402
7.869661,0.024333,-0.008276
7.874661,0.042185,-0.003043
7.879661,0.049043,0.002648
7.884661,0.039041,-0.001517
7.889661,0.028675,-0.003738
7.894661,0.037786,0.005080
7.899661,0.040647,0.004783
7.904661,0.024342,-0.012731
7.909661,0.013957,-0.019864
7.914661,0.019743,-0.010193
7.919661,0.023236,-0.008934
7.924661,0.014905,-0.021200
7.929661,0.012285,-0.030018
7.934661,0.016342,-0.024359
7.939661,0.011292,-0.025129
7.944661,-0.007464,-0.032743
7.949661,-0.018053,-0.024294
7.954661,-0.017729,-0.011077
7.959661,-0.026071,-0.008825
7.964661,-0.029088,-0.010818
7.969661,-0.015418,-0.011271
7.974661,-0.007032,-0.010071
7.979661,-0.010815,-0.019833
7.984661,-0.016711,-0.026967
7.989661,-0.011304,-0.016972
7.994661,-0.012729,-0.015932
7.999661,-0.024614,-0.026300
8.004661,-0.019039,-0.027788
8.009661,-0.003960,-0.022305
8.014661,-0.001559,-0.028475
8.019661,-0.002106,-0.038076
8.024661,0.007647,-0.024035
8.029661,0.008631,-0.008757
8.034661,-0.003815,-0.008505
8.039661,-0.001531,-0.005344
8.044661,0.007597,-0.004555
8.049661,0.006499,-0.013809
8.054661,0.007850,-0.019940
8.059661,0.017352,-0.016117
8.064661,0.025890,-0.014555
8.069661,0.022153,-0.016161
8.074661,0.021851,-0.018875
8.079661,0.027695,-0.008671
8.084661,0.027793,-0.005787
8.089661,0.023950,-0.014043
8.094661,0.035063,-0.007989
8.099661,0.039349,-0.014638
8.104661,0.028647,-0.025237
8.109661,0.039494,-0.023145
8.114661,0.043371,-0.020469
8.119661,0.036575,-0.018359
8.124661,0.033394,-0.012526
8.129661,0.026873,-0.006282
8.134661,0.023865,-0.005758
8.139661,0.008318,-0.014035
8.144661,-0.004188,-0.013301
8.149661,0.001128,-0.011022
8.154661,0.001041,-0.014657
8.159661,0.006141,-0.004243
8.164661,0.005538,-0.002130
8.169661,-0.013509,-0.007166
8.174661,-0.015675,-0.006870
8.179661,-0.007267,-0.012873
8.184661,-0.007746,-0.015328
8.189661,-0.013499,-0.013815
8.194661,-0.027796,-0.009341
8.199661,-0.025002,-0.003525
8.204661,-0.013360,-0.003561
8.209661,-0.016002,-0.006556
8.214661,-0.012857,-0.007141
8.219661,-0.004753,-0.008765
8.224661,-0.004501,-0.014821
8.229661,-0.002827,-0.004581
8.234661,-0.004081,-0.003904
8.239661,-0.019172,-0.017163
8.244661,-0.013535,-0.017973
8.249661,-0.002907,-0.022791
8.254661,-0.008914,-0.030387
8.259661,-0.005045,-0.040636
8.264661,-0.002185,-0.043333
8.269661,0.011006,-0.033167
8.274661,0.022274,-0.038389
8.279661,0.010806,-0.042905
8.284661,0.016619,-0.023986
8.289661,0.026040,-0.015231
8.294661,0.022417,-0.018138
8.299661,0.024284,-0.021762
8.304661,0.012892,-0.026365
8.309661,0.011296,-0.020963
8.314661,0.021688,-0.022524
8.319661,0.018812,-0.023748
8.324661,0.030385,-0.018290
8.329661,0.032182,-0.013164
8.334661,0.027346,-0.007824
8.339661,0.035857,-0.015844
8.344661,0.027247,-0.019908
8.349661,0.017199,-0.008742
8.354661,0.010178,0.000890
8.359661,0.007315,0.003915
8.364661,0.017953,-0.004211
8.369661,0.015471,-0.023110
8.374661,0.017398,-0.026256
8.379661,0.025860,-0.013356
8.384661,0.013405,-0.004824
8.389661,-0.000213,-0.013879
8.394661,-0.018203,-0.023898
8.399661,-0.022106,-0.013109
8.404661,-0.012307,-0.000211
8.409661,-0.013322,0.011631
8.414661,-0.008570,0.010315
8.419661,-0.016450,-0.002712
8.424661,-0.014824,-0.005982
8.429661,-0.005598,-0.005036
8.434661,-0.011600,-0.003068
8.439661,-0.010625,-0.009518
8.444661,-0.018499,-0.018951
8.449661,-0.017786,-0.007986
8.454661,-0.006641,0.001959
8.459661,-0.012834,0.001992
8.464661,-0.006976,-0.001593
8.469661,0.000377,-0.010642
8.474661,0.005065,-0.013763
8.479661,0.013359,-0.010544
8.484661,0.014512,-0.001469
8.489661,0.015093,-0.002704
8.494661,0.006838,-0.012479
8.499661,0.007783,-0.010257
8.504661,0.016528,-0.004243
8.509661,0.021898,0.000852
8.514661,0.025298,0.000286
8.519661,0.019692,-0.007024
8.524661,0.021813,-0.008561
8.529661,0.022032,-0.007235
8.534661,0.021182,-0.002584
8.539661,0.023550,-0.001596
8.544661,0.012595,-0.006356
8.549661,0.012981,-0.006001
8.554661,0.017070,-0.004853
8.559661,0.017030,-0.004259
8.564661,0.016315,-0.005627
8.569661,0.008034,-0.008740
8.574661,0.010195,-0.014009
8.579661,0.006068,-0.012638
8.584661,0.001676,0.001527
8.589661,0.000983,0.003895
8.594661,-0.009496,-0.005841
8.599661,-0.005561,-0.003809
8.604661,-0.003113,0.000612
8.609661,-0.004332,0.004788
8.614661,-0.000407,0.002912
8.619661,-0.010525,-0.006026
8.624661,-0.006079,-0.001855
8.629661,0.001482,0.008295
8.634661,-0.006624,0.015403
8.639661,-0.008141,0.009220
8.644661,-0.020310,-0.002475
8.649661,-0.023009,0.006155
8.654661,-0.016080,0.013359
8.659661,-0.025162,0.011597
8.664661,-0.017968,0.013769
8.669661,-0.013592,0.011485
8.674661,-0.019197,0.014196
8.679661,-0.015132,0.016371
8.684661,-0.020537,0.008536
8.689661,-0.015901,0.011128
8.694661,-0.010740,0.015413
8.699661,-0.019700,0.007029
8.704661,-0.012175,0.005298
8.709661,-0.004804,0.012377
8.714661,-0.006642,0.014556
8.719661,-0.000938,0.006159
8.724661,-0.000669,-0.001347
8.729661,0.002321,0.012139
8.734661,0.007823,0.018104
8.739661,-0.005290,0.011579
